date,name,value
2013-06-01,Mental and behavioural disorders,200
2013-06-01,Diseases of the nervous system,194
2013-06-01,Diseases of the ear and mastoid process,1
2013-06-01,Diseases of the circulatory system,1463
2013-06-01,Diseases of the respiratory system,345
2013-06-01,Diseases of the digestive system,140
2013-06-01,Diseases of the skin and subcutaneous tissue,6
2013-06-01,Diseases of the musculoskeletal system and connective tissue,31
2013-06-01,Diseases of the genitourinary system,104
2013-06-01,"Pregnancy, childbirth and the puerperium",2
2013-06-01,Certain conditions originating in the perinatal period,40
2013-06-01,"Congenital malformations, deformations and chromosomal abnormalities",25
2013-06-01,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",58
2013-06-01,External causes of morbidity and mortality,324
2013-07-01,Certain infectious and parasitic diseases,114
2013-07-01,Neoplasms,1387
2013-07-01,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,22
2013-07-01,"Endocrine, nutritional and metabolic diseases",223
2013-07-01,Mental and behavioural disorders,190
2013-07-01,Diseases of the nervous system,225
2013-07-01,Diseases of the circulatory system,1482
2013-07-01,Diseases of the respiratory system,324
2013-07-01,Diseases of the digestive system,148
2013-07-01,Diseases of the skin and subcutaneous tissue,10
2013-07-01,Diseases of the musculoskeletal system and connective tissue,23
2013-07-01,Diseases of the genitourinary system,122
2013-07-01,"Pregnancy, childbirth and the puerperium",3
2013-07-01,Certain conditions originating in the perinatal period,39
2013-07-01,"Congenital malformations, deformations and chromosomal abnormalities",27
2013-07-01,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",50
2013-07-01,External causes of morbidity and mortality,366
2013-08-01,Certain infectious and parasitic diseases,131
2013-08-01,Neoplasms,1401
2013-08-01,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,18
2013-08-01,"Endocrine, nutritional and metabolic diseases",224
2013-08-01,Mental and behavioural disorders,192
2013-08-01,Diseases of the nervous system,226
2013-08-01,Diseases of the circulatory system,1423
2013-08-01,Diseases of the respiratory system,368
2013-08-01,Diseases of the digestive system,157
2013-08-01,Diseases of the skin and subcutaneous tissue,5
2013-08-01,Diseases of the musculoskeletal system and connective tissue,22
2013-08-01,Diseases of the genitourinary system,98
2013-08-01,"Pregnancy, childbirth and the puerperium",7
2013-08-01,Certain conditions originating in the perinatal period,45
2013-08-01,"Congenital malformations, deformations and chromosomal abnormalities",22
2013-08-01,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",40
2013-08-01,External causes of morbidity and mortality,350
2013-09-01,Certain infectious and parasitic diseases,101
2013-09-01,Neoplasms,1297
2013-09-01,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,19
2013-09-01,"Endocrine, nutritional and metabolic diseases",204
2013-09-01,Mental and behavioural disorders,184
2013-09-01,Diseases of the nervous system,226
2013-09-01,Diseases of the circulatory system,1420
2013-09-01,Diseases of the respiratory system,331
2013-09-01,Diseases of the digestive system,145
2013-09-01,Diseases of the skin and subcutaneous tissue,7
2013-09-01,Diseases of the musculoskeletal system and connective tissue,17
2013-09-01,Diseases of the genitourinary system,129
2013-09-01,"Pregnancy, childbirth and the puerperium",2
2013-09-01,Certain conditions originating in the perinatal period,52
2013-09-01,"Congenital malformations, deformations and chromosomal abnormalities",26
2013-09-01,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",56
2013-09-01,External causes of morbidity and mortality,356
2013-10-01,Certain infectious and parasitic diseases,144
2013-10-01,Neoplasms,1328
2013-10-01,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,11
2013-10-01,"Endocrine, nutritional and metabolic diseases",234
2013-10-01,Mental and behavioural disorders,188
2013-10-01,Diseases of the nervous system,249
2013-10-01,Diseases of the circulatory system,1492
2013-10-01,Diseases of the respiratory system,375
2013-10-01,Diseases of the digestive system,163
2013-10-01,Diseases of the skin and subcutaneous tissue,5
2013-10-01,Diseases of the musculoskeletal system and connective tissue,37
2013-10-01,Diseases of the genitourinary system,124
2013-10-01,"Pregnancy, childbirth and the puerperium",2
2013-10-01,Certain conditions originating in the perinatal period,36
2013-10-01,"Congenital malformations, deformations and chromosomal abnormalities",27
2013-10-01,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",47
2013-10-01,External causes of morbidity and mortality,335
2013-11-01,Certain infectious and parasitic diseases,122
2013-11-01,Neoplasms,1360
2013-11-01,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,16
2013-11-01,"Endocrine, nutritional and metabolic diseases",276
2013-11-01,Mental and behavioural disorders,215
2013-11-01,Diseases of the nervous system,241
2013-11-01,Diseases of the circulatory system,1560
2013-11-01,Diseases of the respiratory system,382
2013-11-01,Diseases of the digestive system,144
2013-11-01,Diseases of the skin and subcutaneous tissue,6
2013-11-01,Diseases of the musculoskeletal system and connective tissue,27
2013-11-01,Diseases of the genitourinary system,136
2013-11-01,"Pregnancy, childbirth and the puerperium",7
2013-11-01,Certain conditions originating in the perinatal period,37
2013-11-01,"Congenital malformations, deformations and chromosomal abnormalities",27
2013-11-01,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",55
2013-11-01,External causes of morbidity and mortality,355
2013-12-01,Certain infectious and parasitic diseases,163
2013-12-01,Neoplasms,1422
2013-12-01,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,23
2013-12-01,"Endocrine, nutritional and metabolic diseases",296
2013-12-01,Mental and behavioural disorders,209
2013-12-01,Diseases of the nervous system,266
2013-12-01,Diseases of the eye and adnexa,2
2013-12-01,Diseases of the circulatory system,1696
2013-12-01,Diseases of the respiratory system,444
2013-12-01,Diseases of the digestive system,154
2013-12-01,Diseases of the skin and subcutaneous tissue,5
2013-12-01,Diseases of the musculoskeletal system and connective tissue,30
2013-12-01,Diseases of the genitourinary system,137
2013-12-01,"Pregnancy, childbirth and the puerperium",1
2013-12-01,Certain conditions originating in the perinatal period,32
2013-12-01,"Congenital malformations, deformations and chromosomal abnormalities",23
2013-12-01,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",50
2013-12-01,External causes of morbidity and mortality,305
2014-01-01,Certain infectious and parasitic diseases,155
2014-01-01,Neoplasms,1461
2014-01-01,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,14
2014-01-01,"Endocrine, nutritional and metabolic diseases",265
2014-01-01,Mental and behavioural disorders,216
2014-01-01,Diseases of the nervous system,298
2014-01-01,Diseases of the eye and adnexa,1
2014-01-01,Diseases of the ear and mastoid process,1
2014-01-01,Diseases of the circulatory system,1818
2014-01-01,Diseases of the respiratory system,594
2014-01-01,Diseases of the digestive system,167
2014-01-01,Diseases of the skin and subcutaneous tissue,8
2014-01-01,Diseases of the musculoskeletal system and connective tissue,31
2014-01-01,Diseases of the genitourinary system,149
2014-01-01,"Pregnancy, childbirth and the puerperium",7
2014-01-01,Certain conditions originating in the perinatal period,39
2014-01-01,"Congenital malformations, deformations and chromosomal abnormalities",34
2014-01-01,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",35
2014-01-01,External causes of morbidity and mortality,382
2014-02-01,Certain infectious and parasitic diseases,124
2014-02-01,Neoplasms,1322
2014-02-01,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,28
2014-02-01,"Endocrine, nutritional and metabolic diseases",264
2014-02-01,Mental and behavioural disorders,219
2014-02-01,Diseases of the nervous system,251
2014-02-01,Diseases of the circulatory system,1646
2014-02-01,Diseases of the respiratory system,456
2014-02-01,Diseases of the digestive system,157
2014-02-01,Diseases of the skin and subcutaneous tissue,3
2014-02-01,Diseases of the musculoskeletal system and connective tissue,30
2014-02-01,Diseases of the genitourinary system,121
2014-02-01,"Pregnancy, childbirth and the puerperium",2
2014-02-01,Certain conditions originating in the perinatal period,56
2014-02-01,"Congenital malformations, deformations and chromosomal abnormalities",17
2014-02-01,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",36
2014-02-01,External causes of morbidity and mortality,319
2014-03-01,Certain infectious and parasitic diseases,163
2014-03-01,Neoplasms,1498
2014-03-01,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,25
2014-03-01,"Endocrine, nutritional and metabolic diseases",262
2014-03-01,Mental and behavioural disorders,208
2014-03-01,Diseases of the nervous system,267
2014-03-01,Diseases of the ear and mastoid process,1
2014-03-01,Diseases of the circulatory system,1657
2014-03-01,Diseases of the respiratory system,469
2014-03-01,Diseases of the digestive system,151
2014-03-01,Diseases of the skin and subcutaneous tissue,11
2014-03-01,Diseases of the musculoskeletal system and connective tissue,29
2014-03-01,Diseases of the genitourinary system,158
2014-03-01,"Pregnancy, childbirth and the puerperium",6
2014-03-01,Certain conditions originating in the perinatal period,38
2014-03-01,"Congenital malformations, deformations and chromosomal abnormalities",19
2014-03-01,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",53
2014-03-01,External causes of morbidity and mortality,373
2014-04-01,Certain infectious and parasitic diseases,129
2014-04-01,Neoplasms,1324
2014-04-01,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,17
2014-04-01,"Endocrine, nutritional and metabolic diseases",231
2014-04-01,Mental and behavioural disorders,221
2014-04-01,Diseases of the nervous system,217
2014-04-01,Diseases of the circulatory system,1540
2014-04-01,Diseases of the respiratory system,443
2014-04-01,Diseases of the digestive system,159
2014-04-01,Diseases of the skin and subcutaneous tissue,8
